_id,category,title,label
996152315633,economy,"캐롯손보, 도공과 손잡고 화물차 안전운전 앱 개발",1
814935301118,economy,[리뷰] 반 세기만에 등장한 V6 페라리 로드카…페라리 296 GTB,1
441387440854,economy,경기 북부까지 들끓는다...동두천 아파트 평당 35.4% 상승,0
834233656088,economy,"에듀테크 스타트업 에누마, 인도네시아 교육 시장 진출",1
592776833721,economy,"""4차 대유행 기름 부을라"" 재난지원금 지급 세부방안 발표 '연기'",0
928916089980,economy,"BMW 코리아, 퍼포먼스 더한 컴팩트 라인업 'M135i xDrive' 및 'X2 M35i' 공식 출시",1
98548691499,economy,"BBQ, 포장·배달매장 청년 창업 200팀 선정...200억 지원",1
464253027671,economy,"재택근무·원격수업 필수품, SK브로드밴드 'B tv 에어'",1
845770617367,economy,"AI로 맞춤형 광고하는 몰로코, 1700억 투자 유치",1
764208517101,economy,"""조업해도 된다"" 해놓고… 러시아 해군, 한국 어선에 총 쐈다",0
588216175615,economy,"LX하우시스-KCC글라스, 가전필름 특허 법정다툼",0
852080933806,economy,규제 빈틈 파고든 주담대·신용대출… 당국은 효과없는 '땜질 처방'만 반복,0
692334759926,economy,"드디어 반등한 코스피, 안정 찾은 환율... 외국인은 여전히 '팔자'",0
942464014962,economy,"""보증보험 가입도 안 되는데""...서울 신축 빌라 열 중 둘은 '깡통전세'",0
808461391480,economy,7월 생산 감소 악재 속에도…국산 친환경차 판매 '쾌속 질주',1
559064315005,economy,마약부터 희토류까지… 아프간 2라운드는 '경제전쟁',0
907009100403,economy,‘15억 로또’ 디에이치자이개포 줍줍…2030도 2명 당첨 됐다,1
109661712168,economy,"양재물류단지' 하림 손 들어준 감사원 ""서울시가 정책 번복 혼선 초래 """,0
295167493814,economy,"두산인프라코어, DICC 지분 20% 3,050억에 인수",1
5643728719,economy,"강남구 아파트 이달 하루 매매 0.78건...""증여로 매물 씨가 말랐다""",0
820485654281,economy,"삼성카드, 르노삼성차 지분 19.9% 매각 준비…“26년 만에 결별”",0
733911581008,economy,"웰빙 열풍에 '해로운 간식' 취급 받던 도넛, 인기 되찾나",1
778853044452,economy,재난지원금 '반짝' 효과 사라지니… 소득 분배지표 다시 악화,0
798265451008,economy,"코로나19 국산 백신 위해 임상 필수인데 ""참여자는 세계 20위""",0
160261931386,economy,"구글, 50만원대 중저가폰 ‘픽셀5a’ 내놔",1
601865886776,economy,보다 안전하고 편리한 운전 경험을 제공하는 증강현실 헤드업 디스플레이,1
57612674121,economy,"SKT, 메타버스에서 첫 간담회...""MZ세대 소통플랫폼 되겠다""",1
756224790445,economy,"아우디 코리아, 204마력의 프리미엄 SUV '더 뉴 Q5 40TDI' 출시",1
210768878971,economy,"은행 연체율, 코로나에도 역대 최저…정부 지원에 가려진 '현실'",0
787043287195,economy,"대한민국은 여전히 ‘갈등의 나라’...갈등지수, OECD 국가 중 3위",0
368199973557,economy,제네시스 E-GMP 전기차 ‘GV60’ 디자인 공개…“고급 전기차 미래”,1
333700393406,economy,아빠찬스'로 10억 넘는 아파트 산 10대... 편법증여 97명 조사,0
858624484836,economy,"브이에이, 메타버스 대응 위해 LG전자와 공동 연구센터 구축",1
33943677789,economy,"취임 100일 노형욱 “부동산 문제 송구, 13만 가구 택지 이달 말 발표”",0
68423456091,economy,"김택진 엔씨 대표 ""리니지 결정판""... '리니지W' 연내 출시",1
37008619780,economy,"""보증금 260억 지켰다"" 전국 4개 부도임대단지, 공공임대로 전환 협의",1
571744209572,economy,미디어 공룡 '컴캐스트-비아콤CBS ' 합작 스트리밍 방송 내년 유럽 정복 나선다,1
392249667554,economy,"아슬아슬' 정용진, 이번엔 ""협정을 철석같이 믿는 바보들 있다""",0
50620609407,economy,브레이크' 파열된 수도권 아파트값... 매주 상승률 신기록,0
178460467854,economy,상반기 금융민원 최다 분야는 손해보험... 전체 민원 수는 7% 감소,0
127741989300,economy,잘나간 1분기 덕에... 코스피 기업 상반기 순익 85兆 기록,0
168474547981,economy,"사용후기, 체험단, 홈쇼핑 다양한 디지털 홍보 노력 '적중'",1
183367153798,economy,‘문베어브루잉’ 개장한 교촌치킨...수제맥주 사업 본격화,1
579168673344,economy,롯데백화점 동탄점 20일 오픈...경기남부 랜드마크 '찜',1
885888340271,economy,코스피 4개월 만에 3100선 붕괴…본격 고개 든 증시 조정론,0
553992723496,economy,"진정성 '제로' 남양유업 일가? 사퇴한 회장은 출근, 아들은 복직",0
91500304755,economy,"정부 규제 압박에...농협은행, 11월까지 부동산 대출 전면중단",0
5063555212,economy,롯데백화점 동탄점 20일 오픈... 경기남부 랜드마크 '찜',1
416953612694,economy,중개수수료 인하의 역설…9억 이상 주택 실질 수수료는 더 오를 수도,0
903001321868,economy,"업비트, 가상화폐 거래소 1호 신고…은행 실명계좌 확보",1
606917640596,economy,[Q&A]다음 달 10억짜리 집 사도 복비  줄어드나요?,0
503454019172,economy,"""LH, 결국 모·자 분리되나""…2차 공청회도 ‘정부안’ 밀어붙이기",0
723424024421,economy,공인중개사 시험 '상대평가'로 바꾸면 합격자 얼마나 줄어들까,0
