_id	category	title	label
999284958395	economy	오버슈팅 경계감…7일만에 제동걸린 원달러 환율	0
119018592200	economy	비트코인, 다시 5300만원대	0
15860284398	economy	코스피, 9거래일 만에 상승 마감…0.50% 오른 3158.93	1
134309800392	economy	쌍용차, 지역경제와 상생 간담회…“M&A 성공 기대감 높다”	1
948473463030	economy	스마트물류센터 첫 이자비용 지원…물류기업 파스토 선정	1
722415101095	economy	이상엽 카이스트 특훈교수, 제15회 포니정 혁신상 수상	1
49738227640	economy	현대엔지니어링, ‘원에디션 아트스페이스’ 개관	1
821451931278	economy	‘VR로 집 보고, AI로 집짓는다’…일상에 파고든 ‘프롭테크’ [부동산360]	0
62121561840	economy	대우건설 노조, 총파업 취소…임금교섭 타결	0
649701206343	economy	동원시스템즈, 2차전지용 캔 제조 자회사 엠케이씨 흡수합병	0
607788392613	economy	쿠팡 “공정위 ‘갑질’ 과징금 유감, 행정소송 갈 것”	0
125751855274	economy	대우조선해양, 한진중공업과 한국형 경항공모함 수주 나서	1
478425772623	economy	수도권 ‘역대급 불장’…아파트값 상승률 또 최고 [부동산360]	0
857793777953	economy	대외채무 또 사상 최대…외국인 한국채권 투자 증가 때문	0
403645064647	economy	코오롱FnC, 와디즈서 가을 신상품 펀딩으로 판다	0
463815156990	economy	남양유업 랜선 임신육아교실 ‘두근두근 랜선 유치원’ 진행	0
150758662206	economy	7월 외화예금 9.1억 달러↓… 달러값 상승에 개인 ‘팔자’	0
866596231611	economy	테슬라 AI 데이 D-1…지지부진한 자율주행株 탄력 기대↑	0
997304359689	economy	원/달러 환율 1176.2원으로 급등… 美 긴축 우려↑	0
151519381558	economy	BMW 모토라드, 중형 스쿠터 ‘뉴 C 400 X’·‘뉴 C 400 GT’ 출시	0
76450434401	economy	홍남기 “2분기 저소득층 시장소득 전반적 개선됐다”	0
370029855464	economy	공정위 “쿠팡 대기업에게도 최저가 갑질” vs 쿠팡 “재벌에게 우월적 지위 없다”	0
980797441216	economy	수제 맥주 사업 뛰어든 교촌…고성에 맥주공장 개장	1
144769822556	economy	[마감시황]코스피, 4개월 만 3100 아래로…‘천스닥’도 깨졌다	0
183372100625	economy	볼보, 차량 소프트웨어 무선 업데이트 지원한다	1
735084150345	economy	대한항공, '포스트 코로나' 대비 신입 조종사 채용한다	1
233859156090	economy	HUG, ‘해운대 수목원 조성’ 부산광역시장 표창 수상	1
943475923267	economy	피치, 국내 4대 은행 신용등급 일제히 상향	1
611940230448	economy	1주택자 종부세, 시가 15억7천만원부터…대상자 18만→9만 [부동산360]	0
44297230025	economy	전국 농·축협, 신규 집단대출 중단…DSR도 낮춘다	0
308187618939	economy	현대모비스, 1조3200억원 투자…인천·울산에 연료전지 공장 세운다	1
168843132540	economy	美·中에 연타 맞은 코스피…3060대로 털썩, 코스닥도 2.3% 급락	0
605744680524	economy	논란 거듭하던 LH 혁신, 결국 모·자회사 분리로 가나	0
728579524506	economy	오리온, 코로나19에 ‘집콕’ 상품 매출 껑충	1
923324394383	economy	HMM 육상노조 쟁의권 확보…창사 45년만의 첫 파업 우려	0
300128339567	economy	‘평생 공짜’ 카카오톡 종목추천, 매수가 매도가 알려준다	0
255305366830	economy	아이콘 바비, “사랑하는 사람과 결혼 약속…9월에 아버지 된다”	1
834048369818	economy	20일 확진자, 오후 9시까지 1753명…21일도 2000명 안팎 예상	0
737038620545	economy	SEforALL and Google to Launch New Compact to Decarbonize Electricity Globally	0
987245622085	economy	아파트 매매·전세 고공행진 강서구, 깡통전세도 급증 [부동산360]	0
442372327617	economy	“치킨 말고 치킨株 사세요”	0
227168335606	economy	치킨 먹고 치킨 주식 받고…주식 경품이 대세[언박싱]	0
745273092125	economy	기아 ‘쏘렌토 PHEV’ 美 상륙…“최고의 효율성” 기대감 [TNA]	0
380748256006	economy	비트코인 석달만에 5700만원대 회복	1
369118321024	economy	반값 수수료 내세우는 중개업체들 "복비 더 낮출 것"	0
408942571702	economy	"롯데케미칼, 수소 사업 진출로 성장 전략 확보"	1
243189775160	economy	유튜브 등 1인 미디어, 20대 남성이 가장 많이 시청	0
132939967782	economy	고점대비 40%↓ 목표주가 하락한 금호석유…왜?	0
207030622483	economy	표본늘린 부동산원 주간 집값 동향, 민간과 6배 이상 차이[부동산360]	0
644301566079	economy	LH 조직개편 관건은 ‘적자 해결’ 방안 마련 [부동산360]	0
645757358968	economy	물건 아닌 동물…“펫보험, 人보험 분류 신중해야”	0
825616551882	economy	금감원, 보이스피싱 피해예방 콘텐츠 공모전	1
684562233504	economy	짜고 공사 입찰 받다 적발된 효성중공업·한화시스템…공정위, 과정금 4.4억원 부과	0
560640391073	economy	HMM 해원노조, 올해 임단협 파업 찬반투표 돌입	0
30290498849	economy	7월 항만 수출입 물동량, ‘車 수출 확대’ 힘입어 14% 증가	1
898994166579	economy	“아반떼 N, 美 소비자 3명 중 1명 수동 택할 것” [TNA]	0
110329023861	economy	국제선 부진·출혈경쟁·유가상승 ‘삼중고’…LCC, 코로나 장기화에 ‘마이너스’	0
111036170915	economy	머지포인트 피해사례 992건…제재할 방법 없는 공정위	0
476069322970	economy	신세계 강남, 업계 최초 중층 오픈…국내 최대 명품 전문관	1
719708604044	economy	MZ 저격한 수제 도넛…승부수 던진 던킨	0
640278028755	economy	다음주 사전청약 확대 발표…수만 가구 늘어날까 [부동산360]	0
