_id	category	title	label
376481683603	economy	“金계란 원인 잡는다”…합동점검반, 계란 유통 현장 방문	1
143827503093	economy	코로나19 속 엇갈린 2Q 식음료 실적…제과·라면↓ 식자재↑	0
320717169083	economy	김현준 LH 사장, 3기 신도시 현장 점검…“내집 마련 합리적 대안”	1
337521412405	economy	현대차 시총 쫓던 카뱅, 급락 반전…증권가에선 ‘투자 신중론’	0
721400809671	economy	현대차·기아, 글로벌 교통약자 위한 카 헤일링 서비스 실증사업 실시	1
305666175975	economy	토요타 드림카 콘테스트, 한국 어린이 글로벌 본선 대상	1
132936352652	economy	서브컬처를 송두리째 비튼 이세계물 '코노스바', 게임업계를 강타한다	1
283192294563	economy	LH, 사전청약 본격화… 3기 신도시 현장 점검	1
914171639153	economy	반도문화재단, ‘오지탐험전문가 세계문화기행’ 온라인 특강	1
156198009551	economy	불 탄 벤츠만 100대…천안 주차장 화재 100억대 대형 보험사고	0
28388792616	economy	고승범 후보자, 가계부채와의 전쟁…“모든 수단 동원 추가대책”	0
708103956359	economy	상장 앞둔 롯데렌탈, 올 2분기 역대 최대 실적	1
578933053983	economy	코카콜라, 소매점 납품가 평균 7.8% 인상…식당 음료수 최대 천원 인상될 듯	0
543546500869	economy	캐딜락, 인천 남동서비스센터 신규 오픈… 수도권 서부 거점 네트워크 역할	1
769788709077	economy	동원시스템즈, 2차전지용 캔 제조 업체 ‘엠케이씨’ 흡수합병… 오는 20일 계약 체결	1
991491210373	economy	서울시, 한강변 아파트 첫 동 ‘15층 이하’ 규제 완화 검토	1
675315054615	economy	삼성, 르노삼성 지분 매각…26년 만에 車사업 손 뗀다	0
565339986362	economy	노형욱 장관 “30일 신규택지 발표, 재건축 규제 완화 시장 안정돼야”	1
740848134297	economy	HDC현산, 하이엔드 라이프 오피스 ‘고덕 아이파크 디어반‘ 선보여	1
619943597787	economy	에쓰오일, 장애 청소년에 1억원 상당 학습용 맞춤 보조기기 지원	1
200473837049	economy	BMW 모토라드, 고급 스쿠터 ‘뉴 C 400’ 2종 출시	1
470541171511	economy	소득 없는데 ‘부모 찬스’로 주택 구입…국세청, 97명 세무조사	0
753938473192	economy	‘LPGA 마지막 메이저’ AIG 여자오픈, 총상금 68억원…역대 최고액	1
316666336918	economy	NH농협은행, ‘적도원칙’ 가입…ESG경영 정착 목표	1
553276403289	economy	지프, 하이브리드 오프로더 ‘랭글러 4xe’ 3차원 대형 미디어아트 공개	1
450810931521	economy	재난지원금 ‘고소득층’ 뺐던 정부…가계소득 통계 보니 옳았다?	1
217232677679	economy	‘진격의 카뱅’ 시총 8위 넘본다…현대차 바짝 추격	1
389102680867	economy	전국 4개 부도임대단지, 공공임대 전환…주거불안 제거	0
401453457139	economy	HDC아이서비스 “현대해상화재보험과 전략적 업무협약 체결”	1
143796315668	economy	볼보코리아, 車 무선 업데이트 기능 산업부 승인 획득… “센터 방문 대신 직접 SW 업그레이드”	1
934641922716	economy	“메뉴도 다양하고 양도 조절 가능”…밀키트 스타트업 몸집 키운다	1
841098139742	economy	농협은행, 올해 11월까지 주택담보대출 전면 중단	0
446168420385	economy	LG화학, 친환경 소재 설비 구축에 2조6000억 투자… 2028년까지 공장 10개 신설	1
977863375878	economy	코스피 상장기업들, 상반기 순이익 3.5배 ‘급증’	1
197984137936	economy	재난지원금 효과 사라지자…가계 소득은 떨어지고, 격차는 벌어져	0
760375820022	economy	외인-기관 매도 행렬에도…삼성전자 개인 지분율 13.08%로 ‘역대 최대’	1
822135230336	economy	NH농협은행, 11월말까지 신규 주택담보대출 전면 중단	0
480992555405	economy	예고없는 연쇄 대출중단…“전세대출은 투기 아닌데 왜?” 실수요자 당황	0
61717438548	economy	SK㈜, 계열사 ‘SK머티리얼즈’ 흡수 합병… “첨단 소재 경쟁력 단기간에 끌어올린다”	0
782221064029	economy	서울지하철 노조 파업 투표 가결…시민들 발 묶이나	0
646139993548	economy	‘LH 투기’ 잡아낸 참여연대도 “정부發 개편안, 정답 아니다”	0
314260731651	economy	AIG 여자오픈 1R 공동 선두 김세영 “도쿄 올림픽 이후 자신감 생겨”	1
811074216530	economy	“더이상 못 버텨” 편의점이 텅텅 비었다!!! [청계천 옆 사진관]	0
727239610311	economy	정부, 추경에 반영된 ‘국채 2조 순상환’ 추진…국가채무비율 1%p↓	0
63288834078	economy	원·달러환율 1180원선 근접…11개월來 최고	0
530823771243	economy	aT-경영혁신중소기업협, 맞손 잡고 농수산 중소기업 경쟁력·ESG경영 키운다	1
708833160669	economy	업비트, 가상화폐 거래소 중 처음으로 사업자 신고서 제출	1
960924207838	economy	김세영, AIG 여자오픈 2R 공동 3위…박인비는 58위로 추락	0
581880316871	economy	로또 1등 14명, 각 16억씩…제977회 당첨번호는?	1
103905856308	economy	‘염블리’ 염승환 “삼성전자, 또 한 번 ‘줍줍’ 기회 왔다”	0
692934346170	economy	저소득층 가구 절반 이상이 ‘적자 살림’…2014년 이후 최대	0
733013334747	economy	‘연봉 3600’ 30대, 10년 만에 내 집 마련 성공하려면…	0
458442132517	economy	5만달러 넘보는 비트코인 5만5000달러까지 랠리 가능	0
396600790777	economy	GM, 배터리 문제로 신형 쉐보레 볼트EV 판매 무기한 중단	0
763345750661	economy	10월부터 중개료 ‘반값’ 내린다지만… 집값 급등에 4년전 2배 수준	0
293106932001	economy	주식투자 손실 가능성 42.5%, 한국증시 급등락은 운명	0
173492844390	economy	김세영 AIG여자오픈 3R 공동 8위…선두와 3타차	1
37339320061	economy	삼성전자, 인텔 제치고 세계 반도체 시장 1위…“당분간 지킬 듯”	0
618584204737	economy	이재용 복귀 열흘…공식행보 자제속 ‘반도체·배터리·백신’ 다듬질	0
866889391398	economy	“지금도 배 구하기 힘든데”…HMM 파업 우려에 수출기업 ‘노심초사’	0
694338336868	economy	카카오, 직원 상반기 평균보수 8300만원…SKT·네이버 추월	1
478260189034	economy	8월 동학개미 삼성전자 ‘빚투’ 2000억 증가…“저가 매수 기회”	0
305679216388	economy	샤오미 턱밑 추격에…삼성, 폴더블폰 대중화 승부수	0
876833026711	economy	건강한 시리얼이 뜬다…그래놀라·뮤즐리 성장세 뚜렷	0
910056743418	economy	머지포인트 피해상담, 이달 들어 1천건 달해…“공정위 해결 나서야”	0
128698158818	economy	GM “전기차 ‘볼트’ 전량 리콜”…배터리 공급 LG “적극 협조”	0
70328784515	economy	대출 문턱 높아지는데 금리까지 꿈틀… ‘대출 보릿고개’ 온다	0
561376271312	economy	주가급락에… ‘빚투개미’ 주식 강제처분 위협 직면	0
524027423317	economy	생애최초 내집마련 늦어졌지만 ‘영끌’ 청년층은 어려졌다	0
287244786898	economy	車업계, 기후위기대응법 ‘반발’…“부품업계 생존여부 불투명”	0
487389557920	economy	SK그룹 공채 막차 출발… 삼성 내달 스타트, 10월 온라인 시험	1
159502605824	economy	밥상 물가 인상, 저소득층에 직격탄…식료품 지출 12% ↑	0
660564947151	economy	장동건·고소영 사는 115억 아파트, 최고가 ‘한남더힐’ 밀어내	1
740162854110	economy	출고가 40만원 낮췄더니…‘갤Z폴드3·플립3’ 예약 판매 역대급	1
314045400181	economy	전국 3000가구 이상 아파트 연내 분양	1
700510415009	economy	공모주의 배신?…롯데렌탈 3일 연속 하락…“50층도 깨질라”	0
476628978100	economy	인스타그램, 악성 댓글 및 DM 숨겨주는 안전 기능 추가 도입	1
891308761722	economy	GM 리콜 확대에 LG에너지솔루션 연내 상장 부담↑	0
385579928184	economy	“억울해서 못살겠다” 자영업자들, 전국 단위 정부규탄 차량시위	0
649563063830	economy	물류산업진흥재단, ‘2021 물류스타트업 경진대회’ 참가자 모집	1
77816123716	economy	현대모비스, 내달 ‘뮌헨모터쇼 2021’ 참가… 유럽지역 박람회 공식 데뷔	1
961875221843	economy	아우디, ‘2021 레드닷 디자인 어워드’ 본상 수상	1
314185260882	economy	한화건설 ‘한화 포레나 천안신부’, 오늘(23일)부터 정당 계약 실시	1
289254974873	economy	한국타이어, ‘티스테이션이 쏜다!’ 경품 행사 실시	1
297568668494	economy	큐센, 신제품 무선 키보드 마우스 콤보 ‘MK110’ 출시	1
274582526806	economy	하이트진로, 지역사회와 함께 중소기업 환경기술 멘토링 나서…노하우·기술 등 지원	1
545005379311	economy	시흥장현 A-6블록 LH국민임대 아파트, 입주자 모집	1
594396730783	economy	DL이앤씨 ‘e편한세상’, 2021 레드닷 디자인 어워드 2관왕	1
567707800125	economy	‘이사 날짜 코앞인데’…연쇄 대출중단에 실수요자들 ‘패닉’	0
568772664244	economy	글로벌 도약 기회! 게임스컴2021 주인공 노리는 한국 게임사들	1
65445090971	economy	‘더샵 광양베이센트’ 본격 분양 …‘아이큐텍(AiQ TECH)’ 등 특화설계 적용	1
118889172857	economy	현대건설, AI 영상인식 장비협착 방지시스템 도입	1
